hand,sample,simulation_time_s,tracking_time_s,loop_progress,desired_x_m,desired_y_m,desired_z_m,measured_x_m,measured_y_m,measured_z_m,error_x_m,error_y_m,error_z_m,error_norm_m
shadow_hand,2289,53.78000000001976,45.78000000001976,1.4572226589500228,0.3924121653536482,0.05717356543324223,-0.07847132143305678,0.39335065492112253,0.05752837710332463,-0.07891223448672595,0.0009384895674743321,0.0003548116700824028,-0.00044091305366916744,0.0010959280589439677
shadow_hand,2290,53.800000000019786,45.800000000019786,1.4578592787223912,0.39240689286216557,0.05715427293987736,-0.07847132143305678,0.39334457012146573,0.05750954772010866,-0.07891257354232674,0.0009376772593001625,0.0003552747802312989,-0.0004412521092699573,0.0010955191627772872
shadow_hand,2291,53.82000000001981,45.82000000001981,1.4584958984947596,0.3924016975826305,0.05713495951094254,-0.07847132143305678,0.39333852149686876,0.057490684165087326,-0.07891289855678912,0.0009368239142382717,0.00035572465414478865,-0.00044157712373234237,0.001095065948725863
shadow_hand,2292,53.840000000019835,45.840000000019835,1.459132518267128,0.3923965795981673,0.05711562545545222,-0.07847132143305678,0.393332510982881,0.05747178655117954,-0.07891320882997353,0.0009359313847137063,0.0003561610957273226,-0.0004418873969167514,0.001094569666378374
shadow_hand,2293,53.86000000001986,45.86000000001986,1.4597691380394964,0.3923915389906637,0.05709627108275088,-0.07847132143305678,0.39332654034861697,0.0574528548732226,-0.078913503956652,0.000935001357953269,0.0003565837904717234,-0.00044218252359522203,0.0010940315000833743
shadow_hand,2294,53.88000000001988,45.88000000001988,1.4604057578118648,0.39238657584076925,0.05707689670250806,-0.07847132143305678,0.3933219492892221,0.057434229522986074,-0.0789133858311023,0.0009353734484528475,0.0003573328204780138,-0.0004420643980455191,0.0010945460998426203
shadow_hand,2295,53.90000000001991,45.90000000001991,1.461042377584233,0.39238169022789426,0.057057502624713444,-0.07847132143305678,0.3933160523021918,0.057415527588493734,-0.07891361977636106,0.0009343620742975345,0.00035802496378029014,-0.00044229834330428153,0.0010940028268085881
shadow_hand,2296,53.92000000001993,45.92000000001993,1.4616789973566013,0.39237688223020845,0.05703808915967186,-0.07847132143305678,0.3933095270595804,0.05739609918755453,-0.07891402979249956,0.0009326448293719425,0.0003580100278826742,-0.0004427083594427811,0.0010926976934812719
shadow_hand,2297,53.94000000001996,45.94000000001996,1.4623156171289697,0.39237215192463964,0.05701865661799833,-0.07847132143305678,0.39330503919126086,0.05737714760866715,-0.07891398125816206,0.0009328872666212185,0.0003584909906688208,-0.0004426598251052738,0.0010930426173653763
shadow_hand,2298,53.96000000001998,45.96000000001998,1.4629522369013381,0.39236749938687265,0.056999205310613095,-0.07847132143305678,0.39329887963548565,0.05735805249868916,-0.07891436312209023,0.0009313802486130007,0.0003588471880760641,-0.00044304168903344654,0.001092028575687524
shadow_hand,2299,53.980000000020006,45.980000000020006,1.4635888566737065,0.392362924691348,0.056979735548736685,-0.07847132143305678,0.39329360821403747,0.057338720877522675,-0.07891449291877113,0.0009306835226894905,0.00035898532878599065,-0.00044317148571434983,0.0010915325242243446
shadow_hand,2300,54.00000000002003,46.00000000002003,1.464225476446075,0.39235842791126063,0.056960247643884854,-0.07847132143305678,0.3932880492631218,0.05731969003962201,-0.07891476486582591,0.0009296213518611429,0.00035944239573715286,-0.0004434434327691278,0.0010908880656398578
shadow_hand,2301,54.020000000020055,46.020000000020055,1.464862096218443,0.392354009118559,0.05694074190786367,-0.07847132143305678,0.39328286016432334,0.057300400958935016,-0.07891486832824349,0.0009288510457643451,0.0003596590510713468,-0.00044354689518670554,0.0010903452418682925
shadow_hand,2302,54.04000000002008,46.04000000002008,1.4654987159908115,0.3923496683839437,0.05692121865276449,-0.07847132143305678,0.3932770117826505,0.05728124156496914,-0.07891519438629098,0.0009273433987068147,0.00036002291220464666,-0.00044387295323419784,0.0010893142223666545
shadow_hand,2303,54.0600000000201,46.0600000000201,1.46613533576318,0.3923454057768664,0.05690167819095899,-0.07847132143305678,0.3932721553732245,0.05726208510170226,-0.07891520641126239,0.000926749596358134,0.0003604069107432731,-0.00044388497820560535,0.0010889406914694963
